time,activity,city,end
2012-09-09T15:00:00,Sunny,San Francisco,2012-09-09T16:00:00
2012-09-09T18:00:00,Clear,San Francisco,2012-09-09T19:00:00
2012-09-09T21:00:00,Partly cloudy,San Francisco,2012-09-09T22:00:00
2012-09-10T00:00:00,Cloudy,San Francisco,2012-09-10T01:00:00
2012-09-10T03:00:00,Mist,San Francisco,2012-09-10T04:00:00
2012-09-10T06:00:00,Mist,San Francisco,2012-09-10T07:00:00
2012-09-10T09:00:00,Fog,San Francisco,2012-09-10T10:00:00
2012-09-10T12:00:00,Cloudy,San Francisco,2012-09-10T13:00:00
2012-09-10T15:00:00,Sunny,San Francisco,2012-09-10T16:00:00
2012-09-10T18:00:00,Clear,San Francisco,2012-09-10T19:00:00
2012-09-10T21:00:00,Partly cloudy,San Francisco,2012-09-10T22:00:00
2012-09-11T00:00:00,Cloudy,San Francisco,2012-09-11T01:00:00
2012-09-11T03:00:00,Mist,San Francisco,2012-09-11T04:00:00
2012-09-11T06:00:00,Mist,San Francisco,2012-09-11T07:00:00
2012-09-11T09:00:00,Mist,San Francisco,2012-09-11T10:00:00
2012-09-11T12:00:00,Partly cloudy,San Francisco,2012-09-11T13:00:00
2012-09-11T15:00:00,Sunny,San Francisco,2012-09-11T16:00:00
2012-09-11T18:00:00,Patchy rain possible,San Francisco,2012-09-11T19:00:00
2012-09-11T21:00:00,Patchy light drizzle,San Francisco,2012-09-11T22:00:00
2012-09-12T00:00:00,Fog,San Francisco,2012-09-12T01:00:00
2012-09-12T03:00:00,Fog,San Francisco,2012-09-12T04:00:00
2012-09-12T06:00:00,Fog,San Francisco,2012-09-12T07:00:00
2012-09-12T09:00:00,Fog,San Francisco,2012-09-12T10:00:00
2012-09-12T12:00:00,Partly cloudy,San Francisco,2012-09-12T13:00:00
2012-09-12T15:00:00,Sunny,San Francisco,2012-09-12T16:00:00
2012-09-12T18:00:00,Clear,San Francisco,2012-09-12T19:00:00
2012-09-12T21:00:00,Partly cloudy,San Francisco,2012-09-12T22:00:00
2012-09-13T00:00:00,Mist,San Francisco,2012-09-13T01:00:00
2012-09-13T03:00:00,Fog,San Francisco,2012-09-13T04:00:00
2012-09-13T06:00:00,Fog,San Francisco,2012-09-13T07:00:00
2012-09-13T09:00:00,Fog,San Francisco,2012-09-13T10:00:00
2012-09-13T12:00:00,Partly cloudy,San Francisco,2012-09-13T13:00:00
2012-09-13T15:00:00,Sunny,San Francisco,2012-09-13T16:00:00
2012-09-13T18:00:00,Clear,San Francisco,2012-09-13T19:00:00
2012-09-13T21:00:00,Clear,San Francisco,2012-09-13T22:00:00
2012-09-14T00:00:00,Partly cloudy,San Francisco,2012-09-14T01:00:00
2012-09-14T03:00:00,Fog,San Francisco,2012-09-14T04:00:00
2012-09-14T06:00:00,Fog,San Francisco,2012-09-14T07:00:00
2012-09-14T09:00:00,Fog,San Francisco,2012-09-14T10:00:00
2012-09-14T12:00:00,Cloudy,San Francisco,2012-09-14T13:00:00
2012-09-14T15:00:00,Sunny,San Francisco,2012-09-14T16:00:00
2012-09-14T18:00:00,Clear,San Francisco,2012-09-14T19:00:00
2012-09-14T21:00:00,Partly cloudy,San Francisco,2012-09-14T22:00:00
2012-09-15T00:00:00,Mist,San Francisco,2012-09-15T01:00:00
2012-09-15T03:00:00,Fog,San Francisco,2012-09-15T04:00:00
2012-09-15T06:00:00,Fog,San Francisco,2012-09-15T07:00:00
2012-09-15T09:00:00,Fog,San Francisco,2012-09-15T10:00:00
2012-09-15T12:00:00,Partly cloudy,San Francisco,2012-09-15T13:00:00
2012-09-15T15:00:00,Sunny,San Francisco,2012-09-15T16:00:00
2012-09-15T18:00:00,Clear,San Francisco,2012-09-15T19:00:00
2012-09-15T21:00:00,Clear,San Francisco,2012-09-15T22:00:00
2012-09-16T00:00:00,Partly cloudy,San Francisco,2012-09-16T01:00:00
2012-09-16T03:00:00,Clear,San Francisco,2012-09-16T04:00:00
2012-09-16T06:00:00,Partly cloudy,San Francisco,2012-09-16T07:00:00
2012-09-16T09:00:00,Mist,San Francisco,2012-09-16T10:00:00
2012-09-16T12:00:00,Sunny,San Francisco,2012-09-16T13:00:00
2012-09-16T15:00:00,Sunny,San Francisco,2012-09-16T16:00:00
2012-09-16T18:00:00,Clear,San Francisco,2012-09-16T19:00:00
2012-09-16T21:00:00,Partly cloudy,San Francisco,2012-09-16T22:00:00
2012-09-17T00:00:00,Mist,San Francisco,2012-09-17T01:00:00
2012-09-17T03:00:00,Fog,San Francisco,2012-09-17T04:00:00
2012-09-17T06:00:00,Fog,San Francisco,2012-09-17T07:00:00
2012-09-17T09:00:00,Fog,San Francisco,2012-09-17T10:00:00
2012-09-17T12:00:00,Partly cloudy,San Francisco,2012-09-17T13:00:00
2012-09-17T15:00:00,Sunny,San Francisco,2012-09-17T16:00:00
2012-09-17T18:00:00,Clear,San Francisco,2012-09-17T19:00:00
2012-09-17T21:00:00,Cloudy,San Francisco,2012-09-17T22:00:00
2012-09-18T00:00:00,Fog,San Francisco,2012-09-18T01:00:00
2012-09-18T03:00:00,Fog,San Francisco,2012-09-18T04:00:00
2012-09-18T06:00:00,Fog,San Francisco,2012-09-18T07:00:00
2012-09-18T09:00:00,Fog,San Francisco,2012-09-18T10:00:00
2012-09-18T12:00:00,Partly cloudy,San Francisco,2012-09-18T13:00:00
2012-09-18T15:00:00,Sunny,San Francisco,2012-09-18T16:00:00
2012-09-18T18:00:00,Partly cloudy,San Francisco,2012-09-18T19:00:00
2012-09-18T21:00:00,Cloudy,San Francisco,2012-09-18T22:00:00
2012-09-19T00:00:00,Overcast,San Francisco,2012-09-19T01:00:00
2012-09-19T03:00:00,Overcast,San Francisco,2012-09-19T04:00:00
2012-09-19T06:00:00,Overcast,San Francisco,2012-09-19T07:00:00
2012-09-19T09:00:00,Overcast,San Francisco,2012-09-19T10:00:00
2012-09-19T12:00:00,Overcast,San Francisco,2012-09-19T13:00:00
2012-09-19T15:00:00,Partly cloudy,San Francisco,2012-09-19T16:00:00
2012-09-19T18:00:00,Clear,San Francisco,2012-09-19T19:00:00
2012-09-19T21:00:00,Partly cloudy,San Francisco,2012-09-19T22:00:00
2012-09-20T00:00:00,Cloudy,San Francisco,2012-09-20T01:00:00
2012-09-20T03:00:00,Overcast,San Francisco,2012-09-20T04:00:00
2012-09-20T06:00:00,Overcast,San Francisco,2012-09-20T07:00:00
2012-09-20T09:00:00,Overcast,San Francisco,2012-09-20T10:00:00
2012-09-20T12:00:00,Cloudy,San Francisco,2012-09-20T13:00:00
2012-09-20T15:00:00,Sunny,San Francisco,2012-09-20T16:00:00
2012-09-20T18:00:00,Clear,San Francisco,2012-09-20T19:00:00
2012-09-20T21:00:00,Partly cloudy,San Francisco,2012-09-20T22:00:00
2012-09-21T00:00:00,Cloudy,San Francisco,2012-09-21T01:00:00
2012-09-21T03:00:00,Clear,San Francisco,2012-09-21T04:00:00
2012-09-21T06:00:00,Partly cloudy,San Francisco,2012-09-21T07:00:00
2012-09-21T09:00:00,Partly cloudy,San Francisco,2012-09-21T10:00:00
2012-09-21T12:00:00,Sunny,San Francisco,2012-09-21T13:00:00
2012-09-21T15:00:00,Sunny,San Francisco,2012-09-21T16:00:00
2012-09-21T18:00:00,Clear,San Francisco,2012-09-21T19:00:00
2012-09-21T21:00:00,Clear,San Francisco,2012-09-21T22:00:00
2012-09-22T00:00:00,Partly cloudy,San Francisco,2012-09-22T01:00:00
2012-09-22T03:00:00,Partly cloudy,San Francisco,2012-09-22T04:00:00
2012-09-22T06:00:00,Partly cloudy,San Francisco,2012-09-22T07:00:00
2012-09-22T09:00:00,Cloudy,San Francisco,2012-09-22T10:00:00
2012-09-22T12:00:00,Partly cloudy,San Francisco,2012-09-22T13:00:00
2012-09-22T15:00:00,Sunny,San Francisco,2012-09-22T16:00:00
2012-09-22T18:00:00,Clear,San Francisco,2012-09-22T19:00:00
2012-09-22T21:00:00,Clear,San Francisco,2012-09-22T22:00:00
2012-09-23T00:00:00,Partly cloudy,San Francisco,2012-09-23T01:00:00
2012-09-23T03:00:00,Mist,San Francisco,2012-09-23T04:00:00
2012-09-23T06:00:00,Mist,San Francisco,2012-09-23T07:00:00
2012-09-23T09:00:00,Fog,San Francisco,2012-09-23T10:00:00
2012-09-23T12:00:00,Sunny,San Francisco,2012-09-23T13:00:00
2012-09-23T15:00:00,Sunny,San Francisco,2012-09-23T16:00:00
2012-09-23T18:00:00,Clear,San Francisco,2012-09-23T19:00:00
2012-09-23T21:00:00,Clear,San Francisco,2012-09-23T22:00:00
2012-09-24T00:00:00,Fog,San Francisco,2012-09-24T01:00:00
2012-09-24T03:00:00,Fog,San Francisco,2012-09-24T04:00:00
2012-09-24T06:00:00,Fog,San Francisco,2012-09-24T07:00:00
2012-09-24T09:00:00,Fog,San Francisco,2012-09-24T10:00:00
2012-09-24T12:00:00,Partly cloudy,San Francisco,2012-09-24T13:00:00
2012-09-24T15:00:00,Sunny,San Francisco,2012-09-24T16:00:00
2012-09-24T18:00:00,Clear,San Francisco,2012-09-24T19:00:00
2012-09-24T21:00:00,Clear,San Francisco,2012-09-24T22:00:00
2012-09-25T00:00:00,Fog,San Francisco,2012-09-25T01:00:00
2012-09-25T03:00:00,Fog,San Francisco,2012-09-25T04:00:00
2012-09-25T06:00:00,Fog,San Francisco,2012-09-25T07:00:00
2012-09-25T09:00:00,Fog,San Francisco,2012-09-25T10:00:00
2012-09-25T12:00:00,Partly cloudy,San Francisco,2012-09-25T13:00:00
2012-09-25T15:00:00,Sunny,San Francisco,2012-09-25T16:00:00
2012-09-25T18:00:00,Clear,San Francisco,2012-09-25T19:00:00
2012-09-25T21:00:00,Cloudy,San Francisco,2012-09-25T22:00:00
2012-09-26T00:00:00,Overcast,San Francisco,2012-09-26T01:00:00
2012-09-26T03:00:00,Mist,San Francisco,2012-09-26T04:00:00
2012-09-26T06:00:00,Mist,San Francisco,2012-09-26T07:00:00
2012-09-26T09:00:00,Overcast,San Francisco,2012-09-26T10:00:00
2012-09-26T12:00:00,Partly cloudy,San Francisco,2012-09-26T13:00:00
2012-09-26T15:00:00,Sunny,San Francisco,2012-09-26T16:00:00
2012-09-26T18:00:00,Partly cloudy,San Francisco,2012-09-26T19:00:00
2012-09-26T21:00:00,Mist,San Francisco,2012-09-26T22:00:00
2012-09-27T00:00:00,Fog,San Francisco,2012-09-27T01:00:00
2012-09-27T03:00:00,Light drizzle,San Francisco,2012-09-27T04:00:00
2012-09-27T06:00:00,Fog,San Francisco,2012-09-27T07:00:00
2012-09-27T09:00:00,Fog,San Francisco,2012-09-27T10:00:00
2012-09-27T12:00:00,Partly cloudy,San Francisco,2012-09-27T13:00:00
2012-09-27T15:00:00,Sunny,San Francisco,2012-09-27T16:00:00
2012-09-27T18:00:00,Clear,San Francisco,2012-09-27T19:00:00
2012-09-27T21:00:00,Clear,San Francisco,2012-09-27T22:00:00
2012-09-28T00:00:00,Mist,San Francisco,2012-09-28T01:00:00
2012-09-28T03:00:00,Fog,San Francisco,2012-09-28T04:00:00
2012-09-28T06:00:00,Fog,San Francisco,2012-09-28T07:00:00
2012-09-28T09:00:00,Fog,San Francisco,2012-09-28T10:00:00
2012-09-28T12:00:00,Sunny,San Francisco,2012-09-28T13:00:00
2012-09-28T15:00:00,Sunny,San Francisco,2012-09-28T16:00:00
2012-09-28T18:00:00,Clear,San Francisco,2012-09-28T19:00:00
2012-09-28T21:00:00,Clear,San Francisco,2012-09-28T22:00:00
2012-09-29T00:00:00,Mist,San Francisco,2012-09-29T01:00:00
2012-09-29T03:00:00,Fog,San Francisco,2012-09-29T04:00:00
2012-09-29T06:00:00,Fog,San Francisco,2012-09-29T07:00:00
2012-09-29T09:00:00,Fog,San Francisco,2012-09-29T10:00:00
2012-09-29T12:00:00,Partly cloudy,San Francisco,2012-09-29T13:00:00
2012-09-29T15:00:00,Sunny,San Francisco,2012-09-29T16:00:00
2012-09-29T18:00:00,Clear,San Francisco,2012-09-29T19:00:00
2012-09-29T21:00:00,Clear,San Francisco,2012-09-29T22:00:00
2012-09-30T00:00:00,Mist,San Francisco,2012-09-30T01:00:00
2012-09-30T03:00:00,Fog,San Francisco,2012-09-30T04:00:00
2012-09-30T06:00:00,Fog,San Francisco,2012-09-30T07:00:00
2012-09-30T09:00:00,Mist,San Francisco,2012-09-30T10:00:00
2012-09-30T12:00:00,Sunny,San Francisco,2012-09-30T13:00:00
2012-09-30T15:00:00,Sunny,San Francisco,2012-09-30T16:00:00
2012-09-30T18:00:00,Clear,San Francisco,2012-09-30T19:00:00
2012-09-30T21:00:00,Clear,San Francisco,2012-09-30T22:00:00
2012-10-01T00:00:00,Clear,San Francisco,2012-10-01T01:00:00
2012-10-01T03:00:00,Fog,San Francisco,2012-10-01T04:00:00
2012-10-01T06:00:00,Fog,San Francisco,2012-10-01T07:00:00
2012-10-01T09:00:00,Sunny,San Francisco,2012-10-01T10:00:00
2012-10-01T12:00:00,Sunny,San Francisco,2012-10-01T13:00:00
2012-10-01T15:00:00,Sunny,San Francisco,2012-10-01T16:00:00
2012-10-01T18:00:00,Clear,San Francisco,2012-10-01T19:00:00
2012-10-01T21:00:00,Clear,San Francisco,2012-10-01T22:00:00
2012-10-02T00:00:00,Mist,San Francisco,2012-10-02T01:00:00
2012-10-02T03:00:00,Clear,San Francisco,2012-10-02T04:00:00
2012-10-02T06:00:00,Clear,San Francisco,2012-10-02T07:00:00
2012-10-02T09:00:00,Sunny,San Francisco,2012-10-02T10:00:00
2012-10-02T12:00:00,Sunny,San Francisco,2012-10-02T13:00:00
2012-10-02T15:00:00,Sunny,San Francisco,2012-10-02T16:00:00
2012-10-02T18:00:00,Clear,San Francisco,2012-10-02T19:00:00
2012-10-02T21:00:00,Clear,San Francisco,2012-10-02T22:00:00
2012-10-03T00:00:00,Clear,San Francisco,2012-10-03T01:00:00
2012-10-03T03:00:00,Clear,San Francisco,2012-10-03T04:00:00
2012-10-03T06:00:00,Clear,San Francisco,2012-10-03T07:00:00
2012-10-03T09:00:00,Sunny,San Francisco,2012-10-03T10:00:00
2012-10-03T12:00:00,Sunny,San Francisco,2012-10-03T13:00:00
2012-10-03T15:00:00,Sunny,San Francisco,2012-10-03T16:00:00
2012-10-03T18:00:00,Clear,San Francisco,2012-10-03T19:00:00
2012-10-03T21:00:00,Cloudy,San Francisco,2012-10-03T22:00:00
2012-10-04T00:00:00,Cloudy,San Francisco,2012-10-04T01:00:00
2012-10-04T03:00:00,Overcast,San Francisco,2012-10-04T04:00:00
2012-10-04T06:00:00,Overcast,San Francisco,2012-10-04T07:00:00
2012-10-04T09:00:00,Cloudy,San Francisco,2012-10-04T10:00:00
2012-10-04T12:00:00,Patchy rain possible,San Francisco,2012-10-04T13:00:00
2012-10-04T15:00:00,Sunny,San Francisco,2012-10-04T16:00:00
2012-10-04T18:00:00,Patchy rain possible,San Francisco,2012-10-04T19:00:00
2012-10-04T21:00:00,Cloudy,San Francisco,2012-10-04T22:00:00
2012-10-05T00:00:00,Mist,San Francisco,2012-10-05T01:00:00
2012-10-05T03:00:00,Fog,San Francisco,2012-10-05T04:00:00
2012-10-05T06:00:00,Fog,San Francisco,2012-10-05T07:00:00
2012-10-05T09:00:00,Fog,San Francisco,2012-10-05T10:00:00
2012-10-05T12:00:00,Cloudy,San Francisco,2012-10-05T13:00:00
2012-10-05T15:00:00,Partly cloudy,San Francisco,2012-10-05T16:00:00
2012-10-05T18:00:00,Partly cloudy,San Francisco,2012-10-05T19:00:00
2012-10-05T21:00:00,Cloudy,San Francisco,2012-10-05T22:00:00
2012-10-06T00:00:00,Overcast,San Francisco,2012-10-06T01:00:00
2012-10-06T03:00:00,Fog,San Francisco,2012-10-06T04:00:00
2012-10-06T06:00:00,Fog,San Francisco,2012-10-06T07:00:00
2012-10-06T09:00:00,Fog,San Francisco,2012-10-06T10:00:00
2012-10-06T12:00:00,Cloudy,San Francisco,2012-10-06T13:00:00
2012-10-06T15:00:00,Sunny,San Francisco,2012-10-06T16:00:00
2012-10-06T18:00:00,Clear,San Francisco,2012-10-06T19:00:00
2012-10-06T21:00:00,Partly cloudy,San Francisco,2012-10-06T22:00:00
2012-10-07T00:00:00,Partly cloudy,San Francisco,2012-10-07T01:00:00
2012-10-07T03:00:00,Fog,San Francisco,2012-10-07T04:00:00
2012-10-07T06:00:00,Fog,San Francisco,2012-10-07T07:00:00
2012-10-07T09:00:00,Fog,San Francisco,2012-10-07T10:00:00
2012-10-07T12:00:00,Overcast,San Francisco,2012-10-07T13:00:00
2012-10-07T15:00:00,Partly cloudy,San Francisco,2012-10-07T16:00:00
2012-10-07T18:00:00,Patchy light drizzle,San Francisco,2012-10-07T19:00:00
2012-10-07T21:00:00,Cloudy,San Francisco,2012-10-07T22:00:00
2012-10-08T00:00:00,Overcast,San Francisco,2012-10-08T01:00:00
2012-10-08T03:00:00,Cloudy,San Francisco,2012-10-08T04:00:00
2012-10-08T06:00:00,Mist,San Francisco,2012-10-08T07:00:00
2012-10-08T09:00:00,Fog,San Francisco,2012-10-08T10:00:00
2012-10-08T12:00:00,Partly cloudy,San Francisco,2012-10-08T13:00:00
2012-10-08T15:00:00,Sunny,San Francisco,2012-10-08T16:00:00
2012-10-08T18:00:00,Partly cloudy,San Francisco,2012-10-08T19:00:00
2012-10-08T21:00:00,Cloudy,San Francisco,2012-10-08T22:00:00
2012-10-09T00:00:00,Cloudy,San Francisco,2012-10-09T01:00:00
2012-10-09T03:00:00,Fog,San Francisco,2012-10-09T04:00:00
2012-10-09T06:00:00,Mist,San Francisco,2012-10-09T07:00:00
2012-10-09T09:00:00,Cloudy,San Francisco,2012-10-09T10:00:00
2012-10-09T12:00:00,Partly cloudy,San Francisco,2012-10-09T13:00:00
2012-10-09T15:00:00,Sunny,San Francisco,2012-10-09T16:00:00
2012-10-09T18:00:00,Partly cloudy,San Francisco,2012-10-09T19:00:00
2012-10-09T21:00:00,Cloudy,San Francisco,2012-10-09T22:00:00
2012-10-10T00:00:00,Cloudy,San Francisco,2012-10-10T01:00:00
2012-10-10T03:00:00,Overcast,San Francisco,2012-10-10T04:00:00
2012-10-10T06:00:00,Mist,San Francisco,2012-10-10T07:00:00
2012-10-10T09:00:00,Mist,San Francisco,2012-10-10T10:00:00
2012-10-10T12:00:00,Cloudy,San Francisco,2012-10-10T13:00:00
2012-10-10T15:00:00,Partly cloudy,San Francisco,2012-10-10T16:00:00
2012-10-10T18:00:00,Patchy light drizzle,San Francisco,2012-10-10T19:00:00
2012-10-10T21:00:00,Cloudy,San Francisco,2012-10-10T22:00:00
2012-10-11T00:00:00,Cloudy,San Francisco,2012-10-11T01:00:00
2012-10-11T03:00:00,Cloudy,San Francisco,2012-10-11T04:00:00
2012-10-11T06:00:00,Overcast,San Francisco,2012-10-11T07:00:00
2012-10-11T09:00:00,Cloudy,San Francisco,2012-10-11T10:00:00
2012-10-11T12:00:00,Partly cloudy,San Francisco,2012-10-11T13:00:00
2012-10-11T15:00:00,Partly cloudy,San Francisco,2012-10-11T16:00:00
2012-10-11T18:00:00,Light drizzle,San Francisco,2012-10-11T19:00:00
2012-10-11T21:00:00,Overcast,San Francisco,2012-10-11T22:00:00
2012-10-12T00:00:00,Overcast,San Francisco,2012-10-12T01:00:00
2012-10-12T03:00:00,Light drizzle,San Francisco,2012-10-12T04:00:00
2012-10-12T06:00:00,Overcast,San Francisco,2012-10-12T07:00:00
2012-10-12T09:00:00,Overcast,San Francisco,2012-10-12T10:00:00
2012-10-12T12:00:00,Overcast,San Francisco,2012-10-12T13:00:00
2012-10-12T15:00:00,Cloudy,San Francisco,2012-10-12T16:00:00
2012-10-12T18:00:00,Clear,San Francisco,2012-10-12T19:00:00
2012-10-12T21:00:00,Clear,San Francisco,2012-10-12T22:00:00
2012-10-13T00:00:00,Clear,San Francisco,2012-10-13T01:00:00
2012-10-13T03:00:00,Mist,San Francisco,2012-10-13T04:00:00
2012-10-13T06:00:00,Mist,San Francisco,2012-10-13T07:00:00
2012-10-13T09:00:00,Mist,San Francisco,2012-10-13T10:00:00
2012-10-13T12:00:00,Partly cloudy,San Francisco,2012-10-13T13:00:00
2012-10-13T15:00:00,Sunny,San Francisco,2012-10-13T16:00:00
2012-10-13T18:00:00,Clear,San Francisco,2012-10-13T19:00:00
2012-10-13T21:00:00,Partly cloudy,San Francisco,2012-10-13T22:00:00
2012-10-14T00:00:00,Fog,San Francisco,2012-10-14T01:00:00
2012-10-14T03:00:00,Fog,San Francisco,2012-10-14T04:00:00
2012-10-14T06:00:00,Fog,San Francisco,2012-10-14T07:00:00
2012-10-14T09:00:00,Fog,San Francisco,2012-10-14T10:00:00
2012-10-14T12:00:00,Mist,San Francisco,2012-10-14T13:00:00
2012-10-14T15:00:00,Patchy light drizzle,San Francisco,2012-10-14T16:00:00
2012-10-14T18:00:00,Patchy rain possible,San Francisco,2012-10-14T19:00:00
2012-10-14T21:00:00,Cloudy,San Francisco,2012-10-14T22:00:00
2012-10-15T00:00:00,Fog,San Francisco,2012-10-15T01:00:00
2012-10-15T03:00:00,Fog,San Francisco,2012-10-15T04:00:00
2012-10-15T06:00:00,Light drizzle,San Francisco,2012-10-15T07:00:00
2012-10-15T09:00:00,Fog,San Francisco,2012-10-15T10:00:00
2012-10-15T12:00:00,Mist,San Francisco,2012-10-15T13:00:00
2012-10-15T15:00:00,Sunny,San Francisco,2012-10-15T16:00:00
2012-10-15T18:00:00,Clear,San Francisco,2012-10-15T19:00:00
2012-10-15T21:00:00,Clear,San Francisco,2012-10-15T22:00:00
2012-10-16T00:00:00,Mist,San Francisco,2012-10-16T01:00:00
2012-10-16T03:00:00,Fog,San Francisco,2012-10-16T04:00:00
2012-10-16T06:00:00,Fog,San Francisco,2012-10-16T07:00:00
2012-10-16T09:00:00,Fog,San Francisco,2012-10-16T10:00:00
2012-10-16T12:00:00,Mist,San Francisco,2012-10-16T13:00:00
2012-10-16T15:00:00,Sunny,San Francisco,2012-10-16T16:00:00
2012-10-16T18:00:00,Clear,San Francisco,2012-10-16T19:00:00
2012-10-16T21:00:00,Clear,San Francisco,2012-10-16T22:00:00
2012-10-17T00:00:00,Clear,San Francisco,2012-10-17T01:00:00
2012-10-17T03:00:00,Clear,San Francisco,2012-10-17T04:00:00
2012-10-17T06:00:00,Mist,San Francisco,2012-10-17T07:00:00
2012-10-17T09:00:00,Sunny,San Francisco,2012-10-17T10:00:00
2012-10-17T12:00:00,Sunny,San Francisco,2012-10-17T13:00:00
2012-10-17T15:00:00,Sunny,San Francisco,2012-10-17T16:00:00
2012-10-17T18:00:00,Clear,San Francisco,2012-10-17T19:00:00
2012-10-17T21:00:00,Clear,San Francisco,2012-10-17T22:00:00
2012-10-18T00:00:00,Clear,San Francisco,2012-10-18T01:00:00
2012-10-18T03:00:00,Clear,San Francisco,2012-10-18T04:00:00
2012-10-18T06:00:00,Clear,San Francisco,2012-10-18T07:00:00
2012-10-18T09:00:00,Sunny,San Francisco,2012-10-18T10:00:00
2012-10-18T12:00:00,Sunny,San Francisco,2012-10-18T13:00:00
2012-10-18T15:00:00,Sunny,San Francisco,2012-10-18T16:00:00
2012-10-18T18:00:00,Clear,San Francisco,2012-10-18T19:00:00
2012-10-18T21:00:00,Clear,San Francisco,2012-10-18T22:00:00
2012-10-19T00:00:00,Clear,San Francisco,2012-10-19T01:00:00
2012-10-19T03:00:00,Clear,San Francisco,2012-10-19T04:00:00
2012-10-19T06:00:00,Partly cloudy,San Francisco,2012-10-19T07:00:00
2012-10-19T09:00:00,Cloudy,San Francisco,2012-10-19T10:00:00
2012-10-19T12:00:00,Cloudy,San Francisco,2012-10-19T13:00:00
2012-10-19T15:00:00,Patchy rain possible,San Francisco,2012-10-19T16:00:00
2012-10-19T18:00:00,Patchy light drizzle,San Francisco,2012-10-19T19:00:00
2012-10-19T21:00:00,Cloudy,San Francisco,2012-10-19T22:00:00
2012-10-20T00:00:00,Fog,San Francisco,2012-10-20T01:00:00
2012-10-20T03:00:00,Fog,San Francisco,2012-10-20T04:00:00
2012-10-20T06:00:00,Mist,San Francisco,2012-10-20T07:00:00
2012-10-20T09:00:00,Cloudy,San Francisco,2012-10-20T10:00:00
2012-10-20T12:00:00,Partly cloudy,San Francisco,2012-10-20T13:00:00
2012-10-20T15:00:00,Sunny,San Francisco,2012-10-20T16:00:00
2012-10-20T18:00:00,Clear,San Francisco,2012-10-20T19:00:00
2012-10-20T21:00:00,Clear,San Francisco,2012-10-20T22:00:00
2012-10-21T00:00:00,Clear,San Francisco,2012-10-21T01:00:00
2012-10-21T03:00:00,Clear,San Francisco,2012-10-21T04:00:00
2012-10-21T06:00:00,Clear,San Francisco,2012-10-21T07:00:00
2012-10-21T09:00:00,Sunny,San Francisco,2012-10-21T10:00:00
2012-10-21T12:00:00,Sunny,San Francisco,2012-10-21T13:00:00
2012-10-21T15:00:00,Partly cloudy,San Francisco,2012-10-21T16:00:00
2012-10-21T18:00:00,Cloudy,San Francisco,2012-10-21T19:00:00
2012-10-21T21:00:00,Partly cloudy,San Francisco,2012-10-21T22:00:00
2012-10-22T00:00:00,Overcast,San Francisco,2012-10-22T01:00:00
2012-10-22T03:00:00,Light drizzle,San Francisco,2012-10-22T04:00:00
2012-10-22T06:00:00,Light rain,San Francisco,2012-10-22T07:00:00
2012-10-22T09:00:00,Overcast,San Francisco,2012-10-22T10:00:00
2012-10-22T12:00:00,Moderate rain,San Francisco,2012-10-22T13:00:00
2012-10-22T15:00:00,Patchy light drizzle,San Francisco,2012-10-22T16:00:00
2012-10-22T18:00:00,Overcast,San Francisco,2012-10-22T19:00:00
2012-10-22T21:00:00,Overcast,San Francisco,2012-10-22T22:00:00
2012-10-23T00:00:00,Light rain shower,San Francisco,2012-10-23T01:00:00
2012-10-23T03:00:00,Light rain shower,San Francisco,2012-10-23T04:00:00
2012-10-23T06:00:00,Light rain shower,San Francisco,2012-10-23T07:00:00
2012-10-23T09:00:00,Partly cloudy,San Francisco,2012-10-23T10:00:00
2012-10-23T12:00:00,Light rain shower,San Francisco,2012-10-23T13:00:00
2012-10-23T15:00:00,Patchy rain possible,San Francisco,2012-10-23T16:00:00
2012-10-23T18:00:00,Clear,San Francisco,2012-10-23T19:00:00
2012-10-23T21:00:00,Partly cloudy,San Francisco,2012-10-23T22:00:00
2012-10-24T00:00:00,Partly cloudy,San Francisco,2012-10-24T01:00:00
2012-10-24T03:00:00,Partly cloudy,San Francisco,2012-10-24T04:00:00
2012-10-24T06:00:00,Partly cloudy,San Francisco,2012-10-24T07:00:00
2012-10-24T09:00:00,Cloudy,San Francisco,2012-10-24T10:00:00
2012-10-24T12:00:00,Partly cloudy,San Francisco,2012-10-24T13:00:00
2012-10-24T15:00:00,Sunny,San Francisco,2012-10-24T16:00:00
2012-10-24T18:00:00,Clear,San Francisco,2012-10-24T19:00:00
2012-10-24T21:00:00,Partly cloudy,San Francisco,2012-10-24T22:00:00
2012-10-25T00:00:00,Overcast,San Francisco,2012-10-25T01:00:00
2012-10-25T03:00:00,Clear,San Francisco,2012-10-25T04:00:00
2012-10-25T06:00:00,Mist,San Francisco,2012-10-25T07:00:00
2012-10-25T09:00:00,Mist,San Francisco,2012-10-25T10:00:00
2012-10-25T12:00:00,Sunny,San Francisco,2012-10-25T13:00:00
2012-10-25T15:00:00,Sunny,San Francisco,2012-10-25T16:00:00
2012-10-25T18:00:00,Clear,San Francisco,2012-10-25T19:00:00
2012-10-25T21:00:00,Clear,San Francisco,2012-10-25T22:00:00
2012-10-26T00:00:00,Clear,San Francisco,2012-10-26T01:00:00
2012-10-26T03:00:00,Clear,San Francisco,2012-10-26T04:00:00
2012-10-26T06:00:00,Clear,San Francisco,2012-10-26T07:00:00
2012-10-26T09:00:00,Sunny,San Francisco,2012-10-26T10:00:00
