time,city,Dew_point,Apparent_T,Wind_Chill,Cloudcover,Humidity,P,T,Visibility,Wind_Dir,Wind_Speed
2015-01-21T12:00:00,San Francisco,39,61,61,8,44,1019,61,10,ENE,5
2015-01-21T15:00:00,San Francisco,41,63,63,30,44,1019,63,10,SE,5
2015-01-21T18:00:00,San Francisco,43,60,60,68,53,1019,60,10,NNW,4
2015-01-21T21:00:00,San Francisco,42,54,54,53,63,1020,55,10,NNW,5
2015-01-22T00:00:00,San Francisco,43,53,53,58,66,1021,55,10,WSW,6
2015-01-22T03:00:00,San Francisco,41,53,53,43,61,1022,54,10,NE,6
2015-01-22T06:00:00,San Francisco,39,53,53,77,56,1022,55,10,NE,7
2015-01-22T09:00:00,San Francisco,41,55,55,56,56,1023,56,10,NE,8
2015-01-22T12:00:00,San Francisco,43,59,59,4,54,1025,60,10,NNE,7
2015-01-22T15:00:00,San Francisco,45,64,64,4,51,1024,64,10,NNE,7
2015-01-22T18:00:00,San Francisco,46,63,63,6,54,1024,63,10,SE,5
2015-01-22T21:00:00,San Francisco,44,57,57,28,61,1025,58,10,WSW,5
2015-01-23T00:00:00,San Francisco,42,55,55,71,59,1026,56,10,N,6
2015-01-23T03:00:00,San Francisco,38,52,52,77,55,1027,54,10,NNE,6
2015-01-23T06:00:00,San Francisco,38,52,52,28,54,1027,54,10,NNE,6
2015-01-23T09:00:00,San Francisco,39,57,57,17,49,1027,58,10,ENE,5
2015-01-23T12:00:00,San Francisco,44,65,65,15,46,1027,65,10,ESE,5
2015-01-23T15:00:00,San Francisco,47,67,67,15,48,1025,67,10,NNW,5
2015-01-23T18:00:00,San Francisco,51,67,67,4,60,1025,67,10,WNW,4
2015-01-23T21:00:00,San Francisco,51,61,61,6,76,1025,61,10,NW,4
2015-01-24T00:00:00,San Francisco,48,58,58,5,72,1024,58,10,SW,4
2015-01-24T03:00:00,San Francisco,42,54,54,2,60,1023,56,10,NE,6
2015-01-24T06:00:00,San Francisco,41,52,52,2,61,1023,54,10,NE,8
2015-01-24T09:00:00,San Francisco,41,53,53,5,59,1022,55,10,NE,9
2015-01-24T12:00:00,San Francisco,42,60,60,7,49,1022,62,10,NE,9
2015-01-24T15:00:00,San Francisco,49,70,70,2,46,1020,68,10,NE,7
2015-01-24T18:00:00,San Francisco,52,73,73,0,52,1018,68,10,NNE,4
2015-01-24T21:00:00,San Francisco,45,67,67,3,56,1019,67,10,N,5
2015-01-25T00:00:00,San Francisco,41,59,59,6,55,1020,60,10,NNE,6
2015-01-25T03:00:00,San Francisco,39,52,52,0,56,1020,55,10,NE,9
2015-01-25T06:00:00,San Francisco,38,50,50,0,58,1019,53,10,NE,9
2015-01-25T09:00:00,San Francisco,40,53,53,0,58,1019,55,10,NE,9
2015-01-25T12:00:00,San Francisco,43,61,61,0,51,1019,62,10,NE,9
2015-01-25T15:00:00,San Francisco,48,70,70,0,46,1017,70,10,NE,7
2015-01-25T18:00:00,San Francisco,51,76,72,0,52,1016,72,10,NE,5
2015-01-25T21:00:00,San Francisco,49,67,67,0,61,1016,67,10,NE,4
2015-01-26T00:00:00,San Francisco,50,61,61,3,66,1017,61,10,NE,3
2015-01-26T03:00:00,San Francisco,44,58,58,17,60,1017,58,10,ENE,4
2015-01-26T06:00:00,San Francisco,41,56,56,51,54,1016,57,10,NE,6
2015-01-26T09:00:00,San Francisco,43,59,59,80,54,1016,60,10,NE,7
2015-01-26T12:00:00,San Francisco,49,66,66,56,53,1016,64,10,NE,7
2015-01-26T15:00:00,San Francisco,52,70,70,49,54,1015,65,10,NE,4
2015-01-26T18:00:00,San Francisco,52,66,66,78,63,1015,66,10,ESE,2
2015-01-26T21:00:00,San Francisco,48,61,61,78,69,1016,60,10,WSW,2
2015-01-27T00:00:00,San Francisco,46,59,59,60,63,1017,58,10,SSE,4
2015-01-27T03:00:00,San Francisco,44,55,55,61,63,1018,57,10,SSW,9
2015-01-27T06:00:00,San Francisco,50,53,53,89,78,1020,56,10,S,12
2015-01-27T09:00:00,San Francisco,51,56,56,86,78,1022,58,10,S,12
2015-01-27T12:00:00,San Francisco,52,62,62,69,70,1023,62,10,SSE,8
2015-01-27T15:00:00,San Francisco,51,64,64,48,65,1023,64,10,S,6
2015-01-27T18:00:00,San Francisco,53,62,62,40,71,1023,62,10,SSW,4
2015-01-27T21:00:00,San Francisco,55,60,60,21,84,1023,60,10,W,2
2015-01-28T00:00:00,San Francisco,54,59,59,15,84,1024,59,10,SW,2
2015-01-28T03:00:00,San Francisco,50,56,56,16,79,1025,57,10,NE,4
2015-01-28T06:00:00,San Francisco,49,55,55,16,77,1024,56,10,NE,6
2015-01-28T09:00:00,San Francisco,51,58,58,18,75,1024,58,10,ENE,7
2015-01-28T12:00:00,San Francisco,52,63,63,14,67,1024,63,10,ENE,7
2015-01-28T15:00:00,San Francisco,51,65,65,13,60,1023,65,10,SE,6
2015-01-28T18:00:00,San Francisco,50,61,61,16,67,1022,62,10,WNW,8
2015-01-28T21:00:00,San Francisco,50,55,55,25,81,1023,56,10,WNW,6
2015-01-29T00:00:00,San Francisco,51,55,55,37,84,1023,55,10,NW,5
2015-01-29T03:00:00,San Francisco,50,55,55,50,84,1022,55,10,NNW,3
2015-01-29T06:00:00,San Francisco,49,54,54,51,82,1021,55,10,WSW,4
2015-01-29T09:00:00,San Francisco,51,59,59,41,76,1021,59,10,NNE,4
2015-01-29T12:00:00,San Francisco,53,66,66,30,62,1021,66,10,SE,4
2015-01-29T15:00:00,San Francisco,52,67,67,17,60,1019,67,10,NNW,6
2015-01-29T18:00:00,San Francisco,53,62,62,2,72,1019,62,10,WNW,8
2015-01-29T21:00:00,San Francisco,53,56,56,1,86,1019,57,10,WNW,6
2015-01-30T00:00:00,San Francisco,53,55,55,4,89,1019,56,10,NW,5
2015-01-30T03:00:00,San Francisco,51,54,54,9,88,1018,55,10,NW,5
2015-01-30T06:00:00,San Francisco,51,54,54,9,88,1018,55,10,NW,4
2015-01-30T09:00:00,San Francisco,53,58,58,7,82,1017,58,10,NNW,3
2015-01-30T12:00:00,San Francisco,54,65,65,4,68,1017,62,10,NNW,4
2015-01-30T15:00:00,San Francisco,54,66,66,2,63,1015,60,10,WNW,7
2015-01-30T18:00:00,San Francisco,55,62,62,0,76,1014,62,10,W,8
2015-01-30T21:00:00,San Francisco,54,56,56,1,90,1014,57,10,WNW,6
2015-01-31T00:00:00,San Francisco,53,57,57,2,85,1014,58,10,SSW,5
2015-01-31T03:00:00,San Francisco,51,59,59,0,73,1014,59,10,NNE,5
2015-01-31T06:00:00,San Francisco,45,57,57,0,64,1014,58,10,ENE,6
2015-01-31T09:00:00,San Francisco,40,56,56,1,51,1015,58,10,NE,9
2015-01-31T12:00:00,San Francisco,41,63,63,1,45,1015,63,10,SE,9
2015-01-31T15:00:00,San Francisco,44,67,67,4,44,1015,67,10,NW,7
2015-01-31T18:00:00,San Francisco,47,65,65,14,56,1015,65,10,W,6
2015-01-31T21:00:00,San Francisco,50,61,61,10,75,1016,61,10,W,5
2015-02-01T00:00:00,San Francisco,52,58,58,27,81,1017,58,10,WSW,4
2015-02-01T03:00:00,San Francisco,50,55,55,67,84,1018,55,10,WSW,3
2015-02-01T06:00:00,San Francisco,51,55,55,28,85,1019,55,10,SSW,2
2015-02-01T09:00:00,San Francisco,52,59,59,15,78,1020,59,10,ENE,2
2015-02-01T12:00:00,San Francisco,50,64,64,32,61,1020,64,10,SSE,3
2015-02-01T15:00:00,San Francisco,49,65,65,54,56,1020,65,10,NW,4
2015-02-01T18:00:00,San Francisco,49,62,62,76,62,1020,62,10,WNW,5
2015-02-01T21:00:00,San Francisco,51,53,53,60,77,1021,53,10,W,4
2015-02-02T00:00:00,San Francisco,51,50,50,6,75,1021,50,10,SSE,2
2015-02-02T03:00:00,San Francisco,46,56,56,31,69,1021,56,10,NNE,3
2015-02-02T06:00:00,San Francisco,46,55,55,61,71,1021,55,10,SE,4
2015-02-02T09:00:00,San Francisco,47,58,58,36,65,1021,59,10,WSW,5
2015-02-02T12:00:00,San Francisco,51,67,67,53,56,1021,67,10,ESE,5
2015-02-02T15:00:00,San Francisco,53,68,68,28,60,1019,68,10,NW,6
2015-02-02T18:00:00,San Francisco,57,65,65,33,77,1019,65,10,WNW,7
2015-02-02T21:00:00,San Francisco,55,59,59,47,94,1020,59,7,WNW,6
2015-02-03T00:00:00,San Francisco,55,56,56,56,96,1020,56,1,WNW,4
2015-02-03T03:00:00,San Francisco,55,56,56,100,98,1019,55,0,NW,3
2015-02-03T06:00:00,San Francisco,55,56,56,100,97,1019,56,0,NW,4
2015-02-03T09:00:00,San Francisco,57,58,58,82,95,1020,59,3,NW,5
2015-02-03T12:00:00,San Francisco,60,64,64,36,86,1020,62,10,NW,5
2015-02-03T15:00:00,San Francisco,60,67,67,42,79,1019,63,10,WNW,5
2015-02-03T18:00:00,San Francisco,57,64,64,91,82,1018,64,10,WNW,6
2015-02-03T21:00:00,San Francisco,55,60,60,63,92,1019,60,10,NW,4
2015-02-04T00:00:00,San Francisco,54,58,58,33,89,1019,57,10,NNW,3
2015-02-04T03:00:00,San Francisco,49,53,53,73,84,1018,54,10,NW,4
2015-02-04T06:00:00,San Francisco,51,55,55,28,87,1018,54,10,NW,2
2015-02-04T09:00:00,San Francisco,53,59,59,41,84,1018,58,10,W,3
2015-02-04T12:00:00,San Francisco,54,61,61,79,78,1019,61,10,WSW,4
2015-02-04T15:00:00,San Francisco,56,63,63,78,77,1017,63,10,SW,6
2015-02-04T18:00:00,San Francisco,55,60,60,65,84,1017,60,10,SW,8
2015-02-04T21:00:00,San Francisco,55,55,55,35,91,1017,57,10,S,7
2015-02-05T00:00:00,San Francisco,53,53,53,35,91,1017,56,10,S,11
2015-02-05T03:00:00,San Francisco,53,53,53,47,91,1017,56,10,S,12
2015-02-05T06:00:00,San Francisco,53,53,53,64,91,1016,56,10,S,12
2015-02-05T09:00:00,San Francisco,55,57,57,71,86,1016,59,10,SSE,14
2015-02-05T12:00:00,San Francisco,54,61,61,15,76,1015,61,10,S,18
2015-02-05T15:00:00,San Francisco,54,63,63,28,72,1014,63,10,S,21
2015-02-05T18:00:00,San Francisco,54,61,61,61,76,1013,62,10,S,19
2015-02-05T21:00:00,San Francisco,54,55,55,82,84,1013,58,10,S,17
2015-02-06T00:00:00,San Francisco,53,53,53,77,85,1014,57,9,SSE,21
2015-02-06T03:00:00,San Francisco,53,52,52,95,85,1012,57,9,SSE,25
2015-02-06T06:00:00,San Francisco,53,52,52,86,84,1011,57,8,SSE,25
2015-02-06T09:00:00,San Francisco,55,56,56,90,86,1010,60,5,SSE,33
2015-02-06T12:00:00,San Francisco,57,62,62,100,85,1011,62,3,S,40
2015-02-06T15:00:00,San Francisco,59,62,62,100,90,1010,62,5,S,38
2015-02-06T18:00:00,San Francisco,59,61,61,100,93,1010,61,6,S,32
2015-02-06T21:00:00,San Francisco,57,57,57,99,94,1011,59,7,S,29
2015-02-07T00:00:00,San Francisco,56,53,53,95,94,1013,58,8,SSW,29
2015-02-07T03:00:00,San Francisco,57,54,54,90,96,1014,58,10,SSW,23
2015-02-07T06:00:00,San Francisco,58,56,56,77,97,1016,58,10,SSW,15
2015-02-07T09:00:00,San Francisco,60,61,61,56,94,1018,61,10,S,10
2015-02-07T12:00:00,San Francisco,59,64,64,24,85,1019,63,10,S,11
2015-02-07T15:00:00,San Francisco,57,64,64,42,79,1018,64,10,S,13
2015-02-07T18:00:00,San Francisco,57,62,62,81,85,1017,62,10,S,12
2015-02-07T21:00:00,San Francisco,58,60,60,57,92,1018,60,10,SSE,11
2015-02-08T00:00:00,San Francisco,57,58,58,51,92,1019,59,10,SSE,11
2015-02-08T03:00:00,San Francisco,55,56,56,73,89,1018,58,10,SE,8
2015-02-08T06:00:00,San Francisco,55,58,58,67,89,1016,58,7,SE,8
2015-02-08T09:00:00,San Francisco,58,61,61,95,90,1015,61,3,SE,13
2015-02-08T12:00:00,San Francisco,61,64,64,87,92,1014,64,6,SE,19
2015-02-08T15:00:00,San Francisco,63,65,65,59,92,1013,65,8,S,25
2015-02-08T18:00:00,San Francisco,61,64,64,45,93,1013,64,10,S,25
2015-02-08T21:00:00,San Francisco,58,60,60,26,90,1014,60,9,S,25
2015-02-09T00:00:00,San Francisco,54,56,56,32,86,1017,58,8,SSW,25
2015-02-09T03:00:00,San Francisco,51,50,50,34,85,1019,55,8,SW,22
2015-02-09T06:00:00,San Francisco,52,51,51,19,88,1021,56,9,SW,16
2015-02-09T09:00:00,San Francisco,54,56,56,16,86,1023,58,9,SSW,11
2015-02-09T12:00:00,San Francisco,54,61,61,23,78,1024,61,9,SSW,8
2015-02-09T15:00:00,San Francisco,54,62,62,26,74,1023,62,9,WSW,8
2015-02-09T18:00:00,San Francisco,55,61,61,13,80,1023,61,10,WNW,8
2015-02-09T21:00:00,San Francisco,55,58,58,21,87,1023,58,10,NW,6
2015-02-10T00:00:00,San Francisco,51,54,54,69,86,1024,55,10,NW,6
2015-02-10T03:00:00,San Francisco,48,50,50,76,85,1023,52,10,NNW,7
2015-02-10T06:00:00,San Francisco,46,49,49,22,81,1022,52,10,WSW,6
2015-02-10T09:00:00,San Francisco,47,53,53,3,76,1022,54,10,NNE,5
2015-02-10T12:00:00,San Francisco,49,59,59,36,69,1021,59,10,NNE,5
2015-02-10T15:00:00,San Francisco,52,64,64,61,64,1020,64,10,ESE,6
2015-02-10T18:00:00,San Francisco,51,65,65,3,68,1018,65,10,WNW,7
2015-02-10T21:00:00,San Francisco,48,58,58,32,78,1018,59,10,NW,7
2015-02-11T00:00:00,San Francisco,49,54,54,60,79,1019,55,10,SW,6
2015-02-11T03:00:00,San Francisco,50,56,56,16,77,1019,57,10,NE,4
2015-02-11T06:00:00,San Francisco,48,56,56,30,72,1020,57,10,NNE,5
2015-02-11T09:00:00,San Francisco,46,58,58,56,63,1021,59,10,NNE,6
2015-02-11T12:00:00,San Francisco,47,65,65,1,53,1021,65,10,NE,7
2015-02-11T15:00:00,San Francisco,48,68,68,1,49,1021,68,10,NNE,8
2015-02-11T18:00:00,San Francisco,50,67,67,0,54,1020,67,10,NNE,7
2015-02-11T21:00:00,San Francisco,49,62,62,0,64,1021,62,10,SE,7
2015-02-12T00:00:00,San Francisco,48,58,58,4,66,1022,59,10,WSW,7
2015-02-12T03:00:00,San Francisco,44,54,54,15,65,1021,55,10,NE,6
2015-02-12T06:00:00,San Francisco,43,53,53,16,64,1021,55,10,NE,7
2015-02-12T09:00:00,San Francisco,46,58,58,15,63,1021,59,10,NE,7
2015-02-12T12:00:00,San Francisco,49,66,66,26,56,1022,66,10,NE,8
2015-02-12T15:00:00,San Francisco,51,70,70,30,52,1021,70,10,NNE,7
2015-02-12T18:00:00,San Francisco,53,68,68,14,59,1021,68,10,SE,6
2015-02-12T21:00:00,San Francisco,53,62,62,2,71,1021,62,10,WSW,6
2015-02-13T00:00:00,San Francisco,49,60,60,9,68,1021,60,10,NE,5
2015-02-13T03:00:00,San Francisco,44,56,56,18,61,1020,57,10,NE,6
2015-02-13T06:00:00,San Francisco,43,56,56,13,61,1019,57,10,NNE,5
2015-02-13T09:00:00,San Francisco,45,60,60,7,56,1020,60,10,NNE,5
2015-02-13T12:00:00,San Francisco,48,69,69,4,47,1021,69,10,SSE,4
2015-02-13T15:00:00,San Francisco,49,71,71,3,46,1020,71,10,NNW,5
2015-02-13T18:00:00,San Francisco,51,67,67,4,61,1019,67,10,NW,9
2015-02-13T21:00:00,San Francisco,51,61,61,4,79,1019,61,10,WNW,8
2015-02-14T00:00:00,San Francisco,54,60,60,1,79,1019,60,10,NW,5
2015-02-14T03:00:00,San Francisco,55,62,62,0,76,1019,62,10,WSW,3
2015-02-14T06:00:00,San Francisco,52,60,60,0,75,1019,60,10,SE,4
2015-02-14T09:00:00,San Francisco,51,61,61,0,69,1020,62,10,WSW,6
2015-02-14T12:00:00,San Francisco,53,71,71,0,54,1020,71,10,NE,5
2015-02-14T15:00:00,San Francisco,54,77,75,0,49,1019,73,10,SE,5
2015-02-14T18:00:00,San Francisco,55,75,75,3,56,1018,71,10,WSW,5
2015-02-14T21:00:00,San Francisco,52,71,71,13,70,1018,71,10,NNE,5
2015-02-15T00:00:00,San Francisco,51,66,66,14,70,1018,66,10,NE,4
2015-02-15T03:00:00,San Francisco,51,62,62,1,68,1017,62,10,NE,4
2015-02-15T06:00:00,San Francisco,48,61,61,1,62,1017,61,10,NE,5
2015-02-15T09:00:00,San Francisco,46,62,62,2,56,1017,62,10,ENE,6
2015-02-15T12:00:00,San Francisco,51,69,69,2,51,1017,69,10,NE,7
2015-02-15T15:00:00,San Francisco,52,76,73,5,47,1015,73,10,NE,7
2015-02-15T18:00:00,San Francisco,52,77,73,2,52,1015,73,10,SE,6
2015-02-15T21:00:00,San Francisco,51,67,67,0,62,1015,67,10,NNW,5
2015-02-16T00:00:00,San Francisco,52,63,63,0,68,1016,63,10,WSW,5
2015-02-16T03:00:00,San Francisco,51,63,63,0,67,1016,63,10,NE,5
2015-02-16T06:00:00,San Francisco,47,61,61,0,61,1016,61,10,NE,6
2015-02-16T09:00:00,San Francisco,48,62,62,0,60,1016,62,10,NE,7
2015-02-16T12:00:00,San Francisco,52,69,69,1,56,1017,69,10,NE,6
2015-02-16T15:00:00,San Francisco,54,73,73,2,52,1016,71,10,SE,5
2015-02-16T18:00:00,San Francisco,56,74,74,1,57,1015,69,10,NNW,4
2015-02-16T21:00:00,San Francisco,53,68,68,0,68,1016,68,10,NW,5
2015-02-17T00:00:00,San Francisco,54,62,62,2,78,1017,61,10,WNW,3
2015-02-17T03:00:00,San Francisco,52,57,57,6,88,1017,56,10,SW,2
2015-02-17T06:00:00,San Francisco,53,55,55,9,91,1018,55,10,SW,2
2015-02-17T09:00:00,San Francisco,54,58,58,12,89,1019,58,10,WSW,2
2015-02-17T12:00:00,San Francisco,57,64,64,8,80,1020,64,10,WSW,3
2015-02-17T15:00:00,San Francisco,56,64,64,8,75,1020,64,10,WSW,6
2015-02-17T18:00:00,San Francisco,56,62,62,3,81,1020,62,10,W,5
2015-02-17T21:00:00,San Francisco,56,60,60,0,88,1020,60,10,W,4
2015-02-18T00:00:00,San Francisco,54,58,58,0,87,1021,58,10,WNW,4
2015-02-18T03:00:00,San Francisco,51,55,55,1,85,1022,55,10,WNW,3
2015-02-18T06:00:00,San Francisco,49,52,52,6,88,1022,53,10,NW,4
2015-02-18T09:00:00,San Francisco,51,54,54,14,87,1023,55,10,NW,4
2015-02-18T12:00:00,San Francisco,56,63,63,9,79,1023,60,10,NW,4
2015-02-18T15:00:00,San Francisco,59,67,67,0,73,1021,63,10,WNW,6
2015-02-18T18:00:00,San Francisco,56,65,65,4,81,1020,65,10,WNW,8
2015-02-18T21:00:00,San Francisco,52,59,59,14,92,1021,60,10,WNW,6
2015-02-19T00:00:00,San Francisco,52,53,53,20,92,1021,54,10,WNW,4
2015-02-19T03:00:00,San Francisco,50,53,53,27,93,1020,52,10,WNW,2
2015-02-19T06:00:00,San Francisco,50,53,53,34,93,1020,52,10,NW,2
2015-02-19T09:00:00,San Francisco,53,56,56,32,90,1020,56,10,NW,3
2015-02-19T12:00:00,San Francisco,57,64,64,46,79,1020,64,10,W,4
2015-02-19T15:00:00,San Francisco,58,67,67,60,72,1019,64,10,W,5
2015-02-19T18:00:00,San Francisco,57,65,65,19,79,1017,60,10,W,6
2015-02-19T21:00:00,San Francisco,53,59,59,16,93,1017,59,10,WNW,5
2015-02-20T00:00:00,San Francisco,53,55,55,13,93,1018,55,7,WNW,3
2015-02-20T03:00:00,San Francisco,51,54,54,20,94,1018,53,5,SSW,2
2015-02-20T06:00:00,San Francisco,52,54,54,6,92,1017,55,10,ESE,2
2015-02-20T09:00:00,San Francisco,56,60,60,3,87,1017,60,10,SW,3
2015-02-20T12:00:00,San Francisco,60,69,69,5,73,1017,69,10,ESE,2
2015-02-20T15:00:00,San Francisco,58,69,69,17,68,1015,69,10,W,7
2015-02-20T18:00:00,San Francisco,56,65,65,33,77,1014,65,10,W,7
2015-02-20T21:00:00,San Francisco,53,61,61,22,88,1014,61,10,W,4
2015-02-21T00:00:00,San Francisco,56,60,60,0,88,1014,60,10,WNW,2
2015-02-21T03:00:00,San Francisco,53,58,58,1,86,1014,57,10,NNW,4
2015-02-21T06:00:00,San Francisco,50,54,54,10,86,1014,55,10,WSW,4
2015-02-21T09:00:00,San Francisco,52,59,59,18,79,1014,58,10,NE,3
2015-02-21T12:00:00,San Francisco,55,69,69,7,61,1014,66,10,SE,3
2015-02-21T15:00:00,San Francisco,54,70,70,6,57,1012,65,10,W,5
2015-02-21T18:00:00,San Francisco,53,65,65,10,71,1011,65,10,WSW,6
2015-02-21T21:00:00,San Francisco,53,60,60,4,86,1011,60,10,SW,4
2015-02-22T00:00:00,San Francisco,54,59,59,0,84,1010,58,10,SE,3
2015-02-22T03:00:00,San Francisco,45,55,55,0,68,1009,56,10,NNE,7
2015-02-22T06:00:00,San Francisco,34,50,50,0,48,1010,53,10,NE,9
2015-02-22T09:00:00,San Francisco,34,50,50,0,48,1011,53,10,ENE,11
2015-02-22T12:00:00,San Francisco,37,56,56,1,46,1011,58,10,NE,15
2015-02-22T15:00:00,San Francisco,40,62,62,4,44,1010,62,10,NNE,15
2015-02-22T18:00:00,San Francisco,39,60,60,5,43,1010,62,10,NNE,18
2015-02-22T21:00:00,San Francisco,36,52,52,1,45,1011,57,10,NNE,23
2015-02-23T00:00:00,San Francisco,32,50,50,0,41,1012,56,10,NNE,25
2015-02-23T03:00:00,San Francisco,30,48,48,0,40,1013,53,10,NNE,21
2015-02-23T06:00:00,San Francisco,29,46,46,0,41,1014,51,10,NNE,17
2015-02-23T09:00:00,San Francisco,29,47,47,0,40,1015,52,10,NNE,18
2015-02-23T12:00:00,San Francisco,29,49,49,0,37,1017,54,10,NE,20
2015-02-23T15:00:00,San Francisco,29,49,49,1,37,1018,57,10,NE,19
2015-02-23T18:00:00,San Francisco,31,51,51,3,41,1019,60,10,NNE,15
2015-02-23T21:00:00,San Francisco,31,48,48,0,44,1021,52,10,NNE,12
2015-02-24T00:00:00,San Francisco,28,48,48,0,39,1024,52,10,NE,12
2015-02-24T03:00:00,San Francisco,27,49,49,0,38,1025,52,10,NE,9
2015-02-24T06:00:00,San Francisco,27,50,50,0,38,1026,51,10,ENE,5
2015-02-24T09:00:00,San Francisco,28,55,55,0,35,1027,55,10,E,4
2015-02-24T12:00:00,San Francisco,31,63,63,0,30,1027,63,10,SE,2
2015-02-24T15:00:00,San Francisco,41,64,64,0,43,1026,64,10,W,6
2015-02-24T18:00:00,San Francisco,44,58,58,2,60,1025,59,10,W,7
2015-02-24T21:00:00,San Francisco,47,53,53,6,78,1025,54,10,W,5
2015-02-25T00:00:00,San Francisco,46,51,51,23,79,1025,52,10,W,4
2015-02-25T03:00:00,San Francisco,43,48,48,69,78,1025,49,10,WNW,4
2015-02-25T06:00:00,San Francisco,43,48,48,67,79,1024,49,10,SW,4
2015-02-25T09:00:00,San Francisco,46,55,55,6,73,1023,55,10,SE,2
2015-02-25T12:00:00,San Francisco,50,65,65,4,59,1023,65,10,NW,5
2015-02-25T15:00:00,San Francisco,50,66,66,8,55,1021,66,10,WNW,8
2015-02-25T18:00:00,San Francisco,51,63,63,5,67,1019,63,10,WNW,9
2015-02-25T21:00:00,San Francisco,50,56,56,9,83,1019,56,10,WNW,9
2015-02-26T00:00:00,San Francisco,48,50,50,43,85,1019,52,10,NW,6
2015-02-26T03:00:00,San Francisco,46,49,49,79,86,1018,50,10,NW,4
2015-02-26T06:00:00,San Francisco,47,51,51,43,86,1017,51,10,SW,4
2015-02-26T09:00:00,San Francisco,51,59,59,2,75,1017,59,10,ESE,4
2015-02-26T12:00:00,San Francisco,53,68,68,20,58,1017,66,10,NW,6
2015-02-26T15:00:00,San Francisco,51,68,68,41,55,1015,63,10,WNW,12
2015-02-26T18:00:00,San Francisco,52,65,65,5,68,1014,65,10,WNW,15
2015-02-26T21:00:00,San Francisco,51,58,58,9,83,1014,59,10,NW,15
2015-02-27T00:00:00,San Francisco,50,51,51,14,85,1014,55,10,NW,16
2015-02-27T03:00:00,San Francisco,50,49,49,19,86,1013,54,10,NW,18
2015-02-27T06:00:00,San Francisco,49,49,49,18,85,1013,54,10,NW,18
2015-02-27T09:00:00,San Francisco,50,53,53,15,78,1013,57,10,NW,19
2015-02-27T12:00:00,San Francisco,50,57,57,36,72,1012,59,10,WNW,22
2015-02-27T15:00:00,San Francisco,49,60,60,23,67,1010,60,10,WNW,23
2015-02-27T18:00:00,San Francisco,48,57,57,11,69,1008,59,10,WNW,24
2015-02-27T21:00:00,San Francisco,48,52,52,5,72,1008,56,10,WNW,24
2015-02-28T00:00:00,San Francisco,46,49,49,5,73,1008,54,10,WNW,21
2015-02-28T03:00:00,San Francisco,44,46,46,8,75,1008,51,10,WNW,17
2015-02-28T06:00:00,San Francisco,44,46,46,11,78,1008,51,10,NW,14
2015-02-28T09:00:00,San Francisco,47,51,51,20,77,1009,54,10,NW,11
2015-02-28T12:00:00,San Francisco,46,57,57,26,65,1010,58,10,NW,7
2015-02-28T15:00:00,San Francisco,44,57,57,15,59,1010,58,10,WNW,7
2015-02-28T18:00:00,San Francisco,46,55,55,16,67,1010,57,9,NW,10
2015-02-28T21:00:00,San Francisco,47,53,53,20,75,1011,55,9,SW,6
2015-03-01T00:00:00,San Francisco,47,53,53,16,77,1012,54,10,NNE,5
2015-03-01T03:00:00,San Francisco,45,51,51,6,74,1013,53,10,NE,8
2015-03-01T06:00:00,San Francisco,39,48,48,5,62,1014,52,10,NE,12
2015-03-01T09:00:00,San Francisco,37,49,49,5,56,1015,53,10,NE,13
2015-03-01T12:00:00,San Francisco,36,52,52,3,48,1016,56,10,NE,13
2015-03-01T15:00:00,San Francisco,39,58,58,2,45,1015,60,10,NE,9
2015-03-01T18:00:00,San Francisco,42,63,63,2,51,1014,63,10,ESE,8
2015-03-01T21:00:00,San Francisco,44,57,57,0,68,1015,58,10,NW,10
2015-03-02T00:00:00,San Francisco,48,54,54,1,78,1017,55,10,NW,6
2015-03-02T03:00:00,San Francisco,47,53,53,5,79,1018,54,10,WNW,4
2015-03-02T06:00:00,San Francisco,46,52,52,8,79,1018,53,10,NW,4
2015-03-02T09:00:00,San Francisco,46,55,55,8,74,1019,54,10,NW,3
2015-03-02T12:00:00,San Francisco,42,56,56,30,60,1019,55,10,WNW,3
2015-03-02T15:00:00,San Francisco,43,57,57,38,59,1016,57,10,WSW,5
2015-03-02T18:00:00,San Francisco,49,57,57,3,67,1014,57,10,WSW,6
2015-03-02T21:00:00,San Francisco,53,49,49,0,77,1016,49,10,WNW,4
2015-03-03T00:00:00,San Francisco,50,47,47,1,76,1016,47,10,SSW,4
2015-03-03T03:00:00,San Francisco,45,53,53,4,72,1015,53,10,N,4
2015-03-03T06:00:00,San Francisco,45,53,53,3,73,1016,53,10,NNE,4
2015-03-03T09:00:00,San Francisco,47,57,57,2,68,1016,57,10,NE,4
2015-03-03T12:00:00,San Francisco,47,63,63,7,56,1017,63,10,SE,4
2015-03-03T15:00:00,San Francisco,46,62,62,12,56,1015,62,10,WNW,7
2015-03-03T18:00:00,San Francisco,47,56,56,9,70,1015,57,10,WNW,11
2015-03-03T21:00:00,San Francisco,48,51,51,15,83,1015,53,10,WNW,7
2015-03-04T00:00:00,San Francisco,49,54,54,6,82,1016,55,10,WNW,4
2015-03-04T03:00:00,San Francisco,52,58,58,2,82,1016,57,10,SW,3
2015-03-04T06:00:00,San Francisco,47,54,54,5,78,1017,54,10,ENE,4
2015-03-04T09:00:00,San Francisco,39,52,52,5,58,1019,55,10,ENE,8
2015-03-04T12:00:00,San Francisco,35,57,57,0,41,1020,58,10,NE,9
