time,city,Dew_point,Apparent_T,Wind_Chill,Cloudcover,Humidity,P,T,Visibility,Wind_Dir,Wind_Speed
2014-01-01T00:00:00,San Francisco,37,52,52,0,53,1022,54,10,SW,6
2014-01-01T03:00:00,San Francisco,37,52,52,2,56,1022,53,10,NNE,4
2014-01-01T06:00:00,San Francisco,33,50,50,4,50,1021,51,10,NNE,4
2014-01-01T09:00:00,San Francisco,30,54,54,6,39,1022,55,10,NE,5
2014-01-01T12:00:00,San Francisco,34,64,64,5,32,1021,64,10,NE,5
2014-01-01T15:00:00,San Francisco,39,68,68,6,34,1020,68,10,SE,4
2014-01-01T18:00:00,San Francisco,39,63,63,7,42,1020,63,10,NNW,5
2014-01-01T21:00:00,San Francisco,38,55,55,4,50,1020,56,10,N,4
2014-01-02T00:00:00,San Francisco,37,54,54,3,51,1021,55,10,WSW,4
2014-01-02T03:00:00,San Francisco,32,52,52,3,44,1021,53,10,NE,5
2014-01-02T06:00:00,San Francisco,31,51,51,4,42,1020,53,10,NE,6
2014-01-02T09:00:00,San Francisco,33,55,55,5,41,1021,56,10,ENE,7
2014-01-02T12:00:00,San Francisco,38,65,65,6,38,1021,65,10,NE,6
2014-01-02T15:00:00,San Francisco,43,69,69,8,39,1019,69,10,NE,5
2014-01-02T18:00:00,San Francisco,42,64,64,12,44,1018,64,10,NNE,4
2014-01-02T21:00:00,San Francisco,38,55,55,14,51,1018,56,10,NNE,4
2014-01-03T00:00:00,San Francisco,38,54,54,15,54,1018,54,10,NNE,4
2014-01-03T03:00:00,San Francisco,35,51,51,30,52,1018,52,10,NNE,4
2014-01-03T06:00:00,San Francisco,34,51,51,46,50,1017,52,10,NNE,4
2014-01-03T09:00:00,San Francisco,37,56,56,47,48,1018,57,10,NNE,3
2014-01-03T12:00:00,San Francisco,42,66,66,47,43,1017,66,10,SE,3
2014-01-03T15:00:00,San Francisco,44,68,68,37,43,1015,68,10,NNW,4
2014-01-03T18:00:00,San Francisco,45,63,63,12,53,1015,63,10,NW,4
2014-01-03T21:00:00,San Francisco,44,56,56,3,63,1015,56,10,NW,4
2014-01-04T00:00:00,San Francisco,45,55,55,2,70,1016,55,10,NW,4
2014-01-04T03:00:00,San Francisco,45,54,54,3,72,1016,54,10,NW,3
2014-01-04T06:00:00,San Francisco,45,53,53,3,75,1015,53,10,SW,2
2014-01-04T09:00:00,San Francisco,46,57,57,3,68,1016,57,10,NNE,2
2014-01-04T12:00:00,San Francisco,47,66,66,1,50,1016,66,10,NNE,3
2014-01-04T15:00:00,San Francisco,49,70,70,0,47,1016,70,10,SE,3
2014-01-04T18:00:00,San Francisco,50,67,67,0,55,1015,67,10,SW,3
2014-01-04T21:00:00,San Francisco,45,59,59,0,60,1017,59,10,N,4
2014-01-05T00:00:00,San Francisco,35,54,54,0,47,1018,55,10,NE,6
2014-01-05T03:00:00,San Francisco,23,46,46,0,35,1018,50,10,NE,10
2014-01-05T06:00:00,San Francisco,23,44,44,0,37,1019,48,10,ENE,11
2014-01-05T09:00:00,San Francisco,26,47,47,0,37,1021,51,10,ENE,11
2014-01-05T12:00:00,San Francisco,29,56,56,0,34,1021,58,10,ENE,10
2014-01-05T15:00:00,San Francisco,34,64,64,0,32,1020,64,10,ENE,7
2014-01-05T18:00:00,San Francisco,35,63,63,0,35,1020,63,10,ENE,6
2014-01-05T21:00:00,San Francisco,30,55,55,6,37,1021,56,10,ENE,7
2014-01-06T00:00:00,San Francisco,29,51,51,14,38,1022,53,10,ENE,6
2014-01-06T03:00:00,San Francisco,29,50,50,13,40,1022,52,10,ENE,6
2014-01-06T06:00:00,San Francisco,29,49,49,42,41,1023,51,10,ENE,7
2014-01-06T09:00:00,San Francisco,31,53,53,41,40,1024,55,10,ENE,7
2014-01-06T12:00:00,San Francisco,35,61,61,13,37,1024,61,10,ENE,6
2014-01-06T15:00:00,San Francisco,37,63,63,47,38,1023,63,10,NE,4
2014-01-06T18:00:00,San Francisco,36,60,60,54,40,1022,60,10,ENE,4
2014-01-06T21:00:00,San Francisco,34,56,56,9,44,1022,56,10,NE,3
2014-01-07T00:00:00,San Francisco,37,55,55,5,52,1022,54,10,ENE,2
2014-01-07T03:00:00,San Francisco,40,52,52,7,64,1022,52,10,SSW,2
2014-01-07T06:00:00,San Francisco,42,52,52,5,68,1021,52,10,SSW,1
2014-01-07T09:00:00,San Francisco,43,56,56,14,63,1021,56,10,S,1
2014-01-07T12:00:00,San Francisco,45,63,63,22,52,1022,63,10,W,3
2014-01-07T15:00:00,San Francisco,44,64,64,31,48,1020,64,10,W,5
2014-01-07T18:00:00,San Francisco,45,60,60,39,58,1020,60,10,W,5
2014-01-07T21:00:00,San Francisco,47,53,53,3,75,1021,55,10,WNW,5
2014-01-08T00:00:00,San Francisco,48,50,50,8,86,1022,52,10,NW,6
2014-01-08T03:00:00,San Francisco,48,49,49,12,90,1022,51,10,NW,6
2014-01-08T06:00:00,San Francisco,48,47,47,23,92,1021,50,10,NW,7
2014-01-08T09:00:00,San Francisco,51,51,51,25,90,1022,53,10,NNW,7
2014-01-08T12:00:00,San Francisco,51,55,55,26,81,1022,57,10,NW,9
2014-01-08T15:00:00,San Francisco,51,56,56,32,78,1021,58,10,WNW,11
2014-01-08T18:00:00,San Francisco,52,54,54,27,86,1021,56,10,WNW,10
2014-01-08T21:00:00,San Francisco,52,50,50,46,95,1021,53,7,WNW,10
2014-01-09T00:00:00,San Francisco,50,49,49,37,93,1022,52,5,NW,8
2014-01-09T03:00:00,San Francisco,48,47,47,24,91,1023,51,10,NW,9
2014-01-09T06:00:00,San Francisco,48,47,47,23,90,1023,51,10,NW,10
2014-01-09T09:00:00,San Francisco,51,51,51,24,89,1023,54,10,NW,11
2014-01-09T12:00:00,San Francisco,49,53,53,16,76,1024,57,10,NW,13
2014-01-09T15:00:00,San Francisco,47,55,55,9,66,1022,58,10,NW,15
2014-01-09T18:00:00,San Francisco,47,53,53,9,69,1022,57,10,NW,15
2014-01-09T21:00:00,San Francisco,48,50,50,7,80,1023,54,10,NW,14
2014-01-10T00:00:00,San Francisco,46,47,47,5,83,1024,51,10,NNW,13
2014-01-10T03:00:00,San Francisco,45,45,45,6,86,1024,49,10,NNW,9
2014-01-10T06:00:00,San Francisco,45,45,45,4,87,1024,48,10,NNW,8
2014-01-10T09:00:00,San Francisco,47,49,49,6,85,1025,51,10,NNW,7
2014-01-10T12:00:00,San Francisco,51,58,58,11,75,1025,58,10,NW,6
2014-01-10T15:00:00,San Francisco,52,62,62,5,69,1024,62,10,NW,7
2014-01-10T18:00:00,San Francisco,51,58,58,13,76,1023,59,10,WNW,7
2014-01-10T21:00:00,San Francisco,49,50,50,35,89,1023,52,10,NW,7
2014-01-11T00:00:00,San Francisco,48,50,50,37,88,1023,52,10,NW,6
2014-01-11T03:00:00,San Francisco,46,49,49,43,85,1023,51,10,WNW,5
2014-01-11T06:00:00,San Francisco,48,50,50,47,89,1023,51,10,WNW,4
2014-01-11T09:00:00,San Francisco,52,53,53,42,92,1023,54,10,WSW,5
2014-01-11T12:00:00,San Francisco,55,56,56,72,92,1023,57,10,SW,7
2014-01-11T15:00:00,San Francisco,55,56,56,65,89,1023,58,9,WNW,10
2014-01-11T18:00:00,San Francisco,51,55,55,28,81,1024,57,10,WNW,8
2014-01-11T21:00:00,San Francisco,51,54,54,28,87,1025,55,10,WNW,5
2014-01-12T00:00:00,San Francisco,48,51,51,59,86,1026,52,10,W,5
2014-01-12T03:00:00,San Francisco,47,47,47,38,88,1026,51,10,NW,9
2014-01-12T06:00:00,San Francisco,46,46,46,44,86,1026,50,10,NNW,10
2014-01-12T09:00:00,San Francisco,44,47,47,35,76,1027,51,10,N,10
2014-01-12T12:00:00,San Francisco,43,53,53,0,63,1028,55,10,NNW,9
2014-01-12T15:00:00,San Francisco,43,55,55,0,58,1026,57,10,NNW,10
2014-01-12T18:00:00,San Francisco,42,52,52,0,60,1026,55,10,NNW,12
2014-01-12T21:00:00,San Francisco,42,49,49,0,69,1027,52,10,SW,10
2014-01-13T00:00:00,San Francisco,42,50,50,0,66,1027,53,10,NNE,7
2014-01-13T03:00:00,San Francisco,38,49,49,0,60,1027,51,10,NE,8
2014-01-13T06:00:00,San Francisco,36,46,46,0,59,1028,50,10,NE,10
2014-01-13T09:00:00,San Francisco,37,49,49,0,57,1029,52,10,NE,11
2014-01-13T12:00:00,San Francisco,39,57,57,0,48,1030,59,10,NE,11
2014-01-13T15:00:00,San Francisco,39,63,63,1,41,1029,63,10,NE,8
2014-01-13T18:00:00,San Francisco,40,62,62,3,44,1028,62,10,NE,7
2014-01-13T21:00:00,San Francisco,38,56,56,2,49,1028,57,10,ENE,7
2014-01-14T00:00:00,San Francisco,36,54,54,2,47,1028,56,10,ENE,7
2014-01-14T03:00:00,San Francisco,32,51,51,2,45,1028,53,10,NE,7
2014-01-14T06:00:00,San Francisco,31,49,49,1,45,1029,52,10,NE,8
2014-01-14T09:00:00,San Francisco,31,52,52,1,42,1030,54,10,NE,9
2014-01-14T12:00:00,San Francisco,33,62,62,4,34,1029,62,10,NE,8
2014-01-14T15:00:00,San Francisco,36,69,69,8,30,1028,69,10,NE,7
2014-01-14T18:00:00,San Francisco,36,67,67,0,32,1027,67,10,NE,6
2014-01-14T21:00:00,San Francisco,29,58,58,0,33,1027,59,10,NNE,6
2014-01-15T00:00:00,San Francisco,27,56,56,0,32,1027,57,10,NE,7
2014-01-15T03:00:00,San Francisco,26,51,51,0,34,1026,54,10,NE,9
2014-01-15T06:00:00,San Francisco,28,49,49,0,38,1026,53,10,NE,9
2014-01-15T09:00:00,San Francisco,30,53,53,0,38,1026,55,10,ENE,9
2014-01-15T12:00:00,San Francisco,35,64,64,0,34,1026,64,10,ENE,9
2014-01-15T15:00:00,San Francisco,40,74,72,0,31,1024,72,10,NE,7
2014-01-15T18:00:00,San Francisco,38,69,69,0,33,1023,69,10,NE,6
2014-01-15T21:00:00,San Francisco,32,59,59,0,34,1023,60,10,ENE,7
2014-01-16T00:00:00,San Francisco,29,56,56,0,33,1023,58,10,ENE,7
2014-01-16T03:00:00,San Francisco,28,53,53,0,35,1022,55,10,ENE,9
2014-01-16T06:00:00,San Francisco,27,50,50,0,37,1022,53,10,ENE,10
2014-01-16T09:00:00,San Francisco,29,53,53,0,36,1022,55,10,ENE,9
2014-01-16T12:00:00,San Francisco,33,64,64,0,31,1022,64,10,ENE,8
2014-01-16T15:00:00,San Francisco,40,74,73,0,29,1020,73,10,NE,7
2014-01-16T18:00:00,San Francisco,38,69,69,0,31,1019,70,10,NE,6
2014-01-16T21:00:00,San Francisco,30,57,57,0,34,1020,58,10,ENE,7
2014-01-17T00:00:00,San Francisco,29,55,55,0,34,1020,57,10,ENE,7
2014-01-17T03:00:00,San Francisco,29,55,55,0,34,1020,57,10,ENE,7
2014-01-17T06:00:00,San Francisco,29,53,53,0,36,1020,55,10,ENE,8
2014-01-17T09:00:00,San Francisco,31,56,56,0,36,1021,58,10,ENE,8
2014-01-17T12:00:00,San Francisco,38,67,67,0,34,1021,67,10,ENE,7
2014-01-17T15:00:00,San Francisco,44,75,73,0,35,1019,73,10,ENE,4
2014-01-17T18:00:00,San Francisco,47,71,71,0,43,1019,71,10,NE,2
2014-01-17T21:00:00,San Francisco,44,61,61,0,53,1019,61,10,NE,2
2014-01-18T00:00:00,San Francisco,42,58,58,0,54,1020,59,10,NNE,3
2014-01-18T03:00:00,San Francisco,32,55,55,0,41,1020,56,10,NE,5
2014-01-18T06:00:00,San Francisco,31,53,53,0,40,1019,55,10,NE,6
2014-01-18T09:00:00,San Francisco,33,57,57,7,39,1020,58,10,NE,6
2014-01-18T12:00:00,San Francisco,35,66,66,17,31,1020,66,10,NE,6
2014-01-18T15:00:00,San Francisco,41,71,71,9,33,1018,71,10,NE,4
2014-01-18T18:00:00,San Francisco,42,68,68,4,39,1018,68,10,NNE,4
2014-01-18T21:00:00,San Francisco,41,60,60,0,49,1018,60,10,NNE,4
2014-01-19T00:00:00,San Francisco,40,58,58,0,50,1019,58,10,NE,4
2014-01-19T03:00:00,San Francisco,33,55,55,0,42,1018,56,10,ENE,6
2014-01-19T06:00:00,San Francisco,31,53,53,0,41,1018,55,10,ENE,7
2014-01-19T09:00:00,San Francisco,33,56,56,0,39,1019,58,10,ENE,8
2014-01-19T12:00:00,San Francisco,38,66,66,0,35,1020,66,10,ENE,6
2014-01-19T15:00:00,San Francisco,45,75,73,0,37,1019,73,10,ENE,4
2014-01-19T18:00:00,San Francisco,47,70,70,0,43,1019,70,10,ENE,3
2014-01-19T21:00:00,San Francisco,42,60,60,0,49,1019,60,10,ENE,4
2014-01-20T00:00:00,San Francisco,38,56,56,25,49,1020,57,10,ENE,5
2014-01-20T03:00:00,San Francisco,33,52,52,53,47,1020,53,10,ENE,4
2014-01-20T06:00:00,San Francisco,32,52,52,7,44,1020,54,10,ENE,6
2014-01-20T09:00:00,San Francisco,34,57,57,0,41,1021,58,10,ENE,6
2014-01-20T12:00:00,San Francisco,38,65,65,0,36,1021,65,10,ENE,6
2014-01-20T15:00:00,San Francisco,43,71,71,0,36,1020,71,10,NE,4
2014-01-20T18:00:00,San Francisco,44,68,68,5,42,1021,68,10,NE,3
2014-01-20T21:00:00,San Francisco,38,57,57,13,49,1022,57,10,NE,4
2014-01-21T00:00:00,San Francisco,38,57,57,5,48,1023,57,10,ENE,4
2014-01-21T03:00:00,San Francisco,36,56,56,4,47,1023,56,10,NE,4
2014-01-21T06:00:00,San Francisco,30,51,51,21,41,1024,53,10,NE,5
2014-01-21T09:00:00,San Francisco,31,55,55,37,38,1024,56,10,NE,6
2014-01-21T12:00:00,San Francisco,35,64,64,35,35,1024,64,10,NE,6
2014-01-21T15:00:00,San Francisco,38,67,67,48,34,1023,67,10,NNE,6
2014-01-21T18:00:00,San Francisco,38,63,63,32,39,1022,64,10,ESE,6
2014-01-21T21:00:00,San Francisco,37,54,54,12,50,1022,55,10,N,6
2014-01-22T00:00:00,San Francisco,38,55,55,2,52,1022,55,10,WSW,5
2014-01-22T03:00:00,San Francisco,37,55,55,1,50,1020,56,10,NNE,4
2014-01-22T06:00:00,San Francisco,35,53,53,0,49,1019,54,10,NNE,5
2014-01-22T09:00:00,San Francisco,37,59,59,1,44,1019,59,10,NNE,4
2014-01-22T12:00:00,San Francisco,41,71,71,2,34,1018,71,10,ESE,3
2014-01-22T15:00:00,San Francisco,45,76,74,1,35,1016,74,10,WNW,5
2014-01-22T18:00:00,San Francisco,45,65,65,2,48,1015,65,10,WNW,6
2014-01-22T21:00:00,San Francisco,46,56,56,0,68,1014,56,10,NW,4
2014-01-23T00:00:00,San Francisco,47,57,57,2,71,1014,56,10,NNW,2
2014-01-23T03:00:00,San Francisco,43,55,55,4,65,1013,54,10,WSW,2
2014-01-23T06:00:00,San Francisco,39,55,55,2,55,1013,55,10,NE,4
2014-01-23T09:00:00,San Francisco,31,55,55,2,38,1013,56,10,ENE,8
2014-01-23T12:00:00,San Francisco,33,63,63,0,32,1014,63,10,ENE,11
2014-01-23T15:00:00,San Francisco,37,66,66,0,33,1012,66,10,ENE,11
2014-01-23T18:00:00,San Francisco,36,63,63,0,36,1012,63,10,ENE,9
2014-01-23T21:00:00,San Francisco,34,54,54,1,43,1014,56,10,ENE,8
2014-01-24T00:00:00,San Francisco,37,54,54,3,51,1016,55,10,E,6
2014-01-24T03:00:00,San Francisco,42,54,54,3,60,1017,55,10,ENE,6
2014-01-24T06:00:00,San Francisco,37,51,51,4,53,1018,53,10,ENE,8
2014-01-24T09:00:00,San Francisco,37,53,53,8,49,1019,55,10,ENE,9
2014-01-24T12:00:00,San Francisco,37,57,57,24,46,1021,58,10,ENE,6
2014-01-24T15:00:00,San Francisco,38,59,59,44,46,1021,59,10,ENE,4
2014-01-24T18:00:00,San Francisco,40,58,58,34,53,1021,58,10,E,3
2014-01-24T21:00:00,San Francisco,43,55,55,11,62,1022,56,10,ESE,5
2014-01-25T00:00:00,San Francisco,45,54,54,10,69,1024,55,10,ESE,5
2014-01-25T03:00:00,San Francisco,45,52,52,30,76,1024,53,10,ESE,4
2014-01-25T06:00:00,San Francisco,43,52,52,47,69,1023,53,10,ENE,5
2014-01-25T09:00:00,San Francisco,42,56,56,46,57,1024,57,10,ENE,6
2014-01-25T12:00:00,San Francisco,44,65,65,33,46,1023,65,10,ENE,5
2014-01-25T15:00:00,San Francisco,46,69,69,9,44,1022,69,10,ESE,4
2014-01-25T18:00:00,San Francisco,45,66,66,4,47,1021,66,10,W,6
2014-01-25T21:00:00,San Francisco,42,56,56,3,58,1022,57,10,NW,6
2014-01-26T00:00:00,San Francisco,43,53,53,10,65,1021,55,10,NW,5
2014-01-26T03:00:00,San Francisco,44,53,53,16,69,1020,53,10,SW,4
2014-01-26T06:00:00,San Francisco,44,54,54,5,71,1020,54,10,NNE,2
2014-01-26T09:00:00,San Francisco,46,58,58,7,65,1020,58,10,ENE,1
2014-01-26T12:00:00,San Francisco,48,68,68,7,49,1020,68,10,SSE,2
2014-01-26T15:00:00,San Francisco,47,69,69,6,45,1018,69,10,WNW,5
2014-01-26T18:00:00,San Francisco,46,63,63,5,55,1018,63,10,WNW,7
2014-01-26T21:00:00,San Francisco,46,55,55,4,69,1019,55,10,NW,3
2014-01-27T00:00:00,San Francisco,44,52,52,9,68,1019,54,10,WNW,7
2014-01-27T03:00:00,San Francisco,46,50,50,21,78,1018,53,10,WNW,7
2014-01-27T06:00:00,San Francisco,46,51,51,21,83,1019,52,10,NW,4
2014-01-27T09:00:00,San Francisco,48,55,55,16,78,1020,55,10,NW,2
2014-01-27T12:00:00,San Francisco,50,62,62,10,65,1020,62,10,WNW,3
2014-01-27T15:00:00,San Francisco,49,62,62,15,61,1019,62,10,W,6
2014-01-27T18:00:00,San Francisco,48,59,59,12,67,1020,59,10,WNW,8
2014-01-27T21:00:00,San Francisco,48,52,52,15,83,1021,53,10,WNW,6
2014-01-28T00:00:00,San Francisco,49,54,54,28,85,1021,54,10,NW,3
2014-01-28T03:00:00,San Francisco,49,54,54,47,84,1022,54,10,WNW,3
2014-01-28T06:00:00,San Francisco,48,54,54,47,82,1023,54,10,WNW,3
2014-01-28T09:00:00,San Francisco,51,58,58,60,81,1023,57,10,W,2
2014-01-28T12:00:00,San Francisco,52,59,59,89,76,1024,59,10,SW,2
2014-01-28T15:00:00,San Francisco,54,61,61,93,78,1023,61,7,WSW,4
2014-01-28T18:00:00,San Francisco,56,59,59,81,89,1023,59,2,W,3
2014-01-28T21:00:00,San Francisco,55,57,57,50,95,1023,57,2,WNW,2
2014-01-29T00:00:00,San Francisco,55,56,56,64,96,1023,56,2,NW,3
2014-01-29T03:00:00,San Francisco,54,55,55,85,96,1023,55,2,WNW,4
2014-01-29T06:00:00,San Francisco,54,55,55,87,96,1022,55,2,WNW,4
2014-01-29T09:00:00,San Francisco,57,58,58,88,94,1022,59,5,W,5
2014-01-29T12:00:00,San Francisco,60,62,62,77,90,1022,62,10,WSW,5
2014-01-29T15:00:00,San Francisco,60,64,64,60,88,1019,64,10,WSW,6
2014-01-29T18:00:00,San Francisco,59,62,62,84,91,1018,62,7,W,7
2014-01-29T21:00:00,San Francisco,58,58,58,94,96,1017,59,2,W,6
2014-01-30T00:00:00,San Francisco,53,53,53,92,92,1016,55,2,W,7
2014-01-30T03:00:00,San Francisco,47,47,47,89,87,1014,51,4,NW,10
2014-01-30T06:00:00,San Francisco,47,47,47,84,87,1013,50,7,WNW,8
2014-01-30T09:00:00,San Francisco,47,50,50,68,82,1013,53,5,WNW,9
2014-01-30T12:00:00,San Francisco,48,54,54,4,74,1014,56,10,WNW,9
2014-01-30T15:00:00,San Francisco,48,55,55,4,71,1013,57,10,WNW,13
2014-01-30T18:00:00,San Francisco,49,54,54,20,75,1012,57,10,WNW,13
2014-01-30T21:00:00,San Francisco,47,51,51,44,80,1013,54,10,WNW,9
2014-01-31T00:00:00,San Francisco,45,48,48,25,80,1014,51,9,WNW,11
2014-01-31T03:00:00,San Francisco,43,45,45,16,79,1014,49,10,NW,10
2014-01-31T06:00:00,San Francisco,43,45,45,11,81,1014,49,10,NNW,9
2014-01-31T09:00:00,San Francisco,43,47,47,1,76,1017,50,10,N,8
2014-01-31T12:00:00,San Francisco,38,51,51,3,58,1018,53,10,NW,7
2014-01-31T15:00:00,San Francisco,33,51,51,13,45,1018,54,10,NW,10
2014-01-31T18:00:00,San Francisco,34,49,49,17,48,1018,53,10,NW,15
2014-01-31T21:00:00,San Francisco,35,45,45,2,55,1019,51,10,NW,16
2014-02-01T00:00:00,San Francisco,36,44,44,0,60,1020,49,10,NNW,15
2014-02-01T03:00:00,San Francisco,35,43,43,0,64,1019,47,10,NNW,9
2014-02-01T06:00:00,San Francisco,34,42,42,0,61,1020,46,10,WSW,8
2014-02-01T09:00:00,San Francisco,33,47,47,0,54,1021,50,10,N,6
2014-02-01T12:00:00,San Francisco,33,57,57,0,40,1021,57,10,ESE,4
2014-02-01T15:00:00,San Francisco,33,57,57,5,39,1020,58,10,WNW,6
2014-02-01T18:00:00,San Francisco,37,50,50,12,55,1019,53,10,WNW,9
2014-02-01T21:00:00,San Francisco,40,47,47,8,73,1020,49,10,W,5
2014-02-02T00:00:00,San Francisco,40,45,45,17,79,1019,47,10,SSW,4
2014-02-02T03:00:00,San Francisco,38,38,38,34,80,1018,44,10,SSE,10
2014-02-02T06:00:00,San Francisco,37,38,38,52,77,1016,44,8,SSE,12
2014-02-02T09:00:00,San Francisco,40,41,41,76,75,1015,47,6,SE,15
2014-02-02T12:00:00,San Francisco,43,45,45,98,75,1014,51,9,SE,18
2014-02-02T15:00:00,San Francisco,46,48,48,100,78,1013,52,7,ESE,15
2014-02-02T18:00:00,San Francisco,45,46,46,75,79,1013,51,5,ENE,12
2014-02-02T21:00:00,San Francisco,42,42,42,24,80,1014,47,10,ENE,12
2014-02-03T00:00:00,San Francisco,38,39,39,16,78,1016,44,10,NE,10
2014-02-03T03:00:00,San Francisco,34,35,35,6,77,1016,40,10,NE,9
2014-02-03T06:00:00,San Francisco,34,36,36,6,77,1017,40,10,NNE,7
2014-02-03T09:00:00,San Francisco,36,42,42,4,72,1018,44,10,SE,4
2014-02-03T12:00:00,San Francisco,39,48,48,18,65,1018,50,10,NW,6
2014-02-03T15:00:00,San Francisco,41,48,48,34,66,1017,52,10,NW,12
2014-02-03T18:00:00,San Francisco,39,45,45,9,66,1017,50,10,NW,14
2014-02-03T21:00:00,San Francisco,38,41,41,6,72,1018,46,10,NW,12
2014-02-04T00:00:00,San Francisco,38,40,40,8,73,1019,46,10,NW,11
2014-02-04T03:00:00,San Francisco,37,40,40,21,72,1019,45,10,NNW,11
2014-02-04T06:00:00,San Francisco,36,39,39,46,72,1019,45,10,NNW,10
2014-02-04T09:00:00,San Francisco,36,42,42,66,66,1020,47,10,NNW,9
2014-02-04T12:00:00,San Francisco,36,48,48,35,57,1021,51,10,NNW,8
2014-02-04T15:00:00,San Francisco,36,50,50,12,52,1020,53,10,NW,10
2014-02-04T18:00:00,San Francisco,37,47,47,8,58,1019,51,10,WNW,12
2014-02-04T21:00:00,San Francisco,37,42,42,7,69,1020,47,10,NW,10
2014-02-05T00:00:00,San Francisco,38,42,42,6,73,1021,46,10,NW,9
2014-02-05T03:00:00,San Francisco,38,41,41,5,76,1022,45,10,NW,8
2014-02-05T06:00:00,San Francisco,38,40,40,10,77,1022,44,10,NW,7
2014-02-05T09:00:00,San Francisco,38,44,44,12,71,1023,47,10,NW,7
2014-02-05T12:00:00,San Francisco,38,52,52,10,56,1023,54,10,NW,6
2014-02-05T15:00:00,San Francisco,38,53,53,14,51,1021,55,10,W,8
2014-02-05T18:00:00,San Francisco,39,50,50,29,62,1020,52,10,W,7
2014-02-05T21:00:00,San Francisco,41,46,46,58,77,1020,48,10,WSW,4
2014-02-06T00:00:00,San Francisco,44,46,46,86,83,1019,48,9,SSE,7
2014-02-06T03:00:00,San Francisco,43,40,40,100,90,1017,46,7,SE,13
2014-02-06T06:00:00,San Francisco,44,40,40,100,91,1015,46,7,ESE,12
2014-02-06T09:00:00,San Francisco,47,45,45,99,92,1013,49,6,ENE,10
2014-02-06T12:00:00,San Francisco,50,51,51,88,87,1013,54,8,ENE,11
2014-02-06T15:00:00,San Francisco,49,53,53,57,79,1012,55,10,NE,9
2014-02-06T18:00:00,San Francisco,47,53,53,28,76,1013,54,10,SE,6
2014-02-06T21:00:00,San Francisco,46,51,51,25,82,1015,51,10,NNW,3
2014-02-07T00:00:00,San Francisco,46,50,50,40,84,1016,50,10,W,3
2014-02-07T03:00:00,San Francisco,47,49,49,69,88,1016,51,10,S,5
2014-02-07T06:00:00,San Francisco,48,48,48,55,90,1017,51,10,S,8
2014-02-07T09:00:00,San Francisco,50,50,50,51,89,1018,53,8,S,10
2014-02-07T12:00:00,San Francisco,50,51,51,65,84,1019,55,5,S,13
2014-02-07T15:00:00,San Francisco,51,52,52,78,84,1018,56,4,S,16
2014-02-07T18:00:00,San Francisco,52,50,50,100,91,1017,55,4,S,16
2014-02-07T21:00:00,San Francisco,50,47,47,100,94,1017,52,7,SSE,18
2014-02-08T00:00:00,San Francisco,51,47,47,100,96,1018,52,8,S,18
2014-02-08T03:00:00,San Francisco,53,50,50,100,98,1018,54,8,S,14
2014-02-08T06:00:00,San Francisco,53,50,50,100,97,1018,54,6,S,16
2014-02-08T09:00:00,San Francisco,55,51,51,100,97,1019,56,5,S,19
2014-02-08T12:00:00,San Francisco,56,53,53,100,97,1019,57,5,S,21
2014-02-08T15:00:00,San Francisco,56,52,52,100,97,1019,56,5,SSW,22
2014-02-08T18:00:00,San Francisco,55,51,51,100,97,1019,56,6,SSW,20
2014-02-08T21:00:00,San Francisco,54,51,51,100,97,1020,55,7,SSW,17
2014-02-09T00:00:00,San Francisco,54,50,50,100,97,1021,55,7,S,17
2014-02-09T03:00:00,San Francisco,53,49,49,99,97,1021,54,8,S,20
2014-02-09T06:00:00,San Francisco,54,50,50,97,97,1020,55,9,S,18
2014-02-09T09:00:00,San Francisco,55,51,51,100,97,1020,55,8,S,17
2014-02-09T12:00:00,San Francisco,55,52,52,100,96,1020,56,7,SSW,17
2014-02-09T15:00:00,San Francisco,56,53,53,100,97,1020,56,7,SSW,15
2014-02-09T18:00:00,San Francisco,56,53,53,100,98,1019,56,7,SSW,12
2014-02-09T21:00:00,San Francisco,55,53,53,98,98,1020,55,8,SSW,9
2014-02-10T00:00:00,San Francisco,54,53,53,88,98,1021,55,7,SW,7
2014-02-10T03:00:00,San Francisco,53,52,52,77,97,1021,53,2,WSW,6
2014-02-10T06:00:00,San Francisco,53,52,52,86,97,1022,54,1,W,5
2014-02-10T09:00:00,San Francisco,55,56,56,79,95,1024,56,3,WNW,5
2014-02-10T12:00:00,San Francisco,55,58,58,31,87,1024,58,10,WNW,6
2014-02-10T15:00:00,San Francisco,53,58,58,19,80,1023,59,10,WNW,9
2014-02-10T18:00:00,San Francisco,52,56,56,13,82,1023,58,10,WNW,10
2014-02-10T21:00:00,San Francisco,53,53,53,8,91,1023,56,10,NW,9
2014-02-11T00:00:00,San Francisco,51,51,51,10,90,1024,53,10,NW,9
2014-02-11T03:00:00,San Francisco,47,47,47,15,87,1023,50,10,NW,8
2014-02-11T06:00:00,San Francisco,46,47,47,14,86,1023,50,10,NNW,8
2014-02-11T09:00:00,San Francisco,48,52,52,12,81,1023,53,10,NW,6
2014-02-11T12:00:00,San Francisco,51,61,61,8,70,1023,61,10,NW,6
2014-02-11T15:00:00,San Francisco,51,63,63,8,64,1022,63,10,WNW,8
2014-02-11T18:00:00,San Francisco,49,58,58,24,71,1022,59,10,WNW,9
2014-02-11T21:00:00,San Francisco,46,50,50,46,81,1022,52,10,WNW,7
